feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B
PROT_B2M	-0.158353777606145	20.0052883349706	-0.449416570236052	0.654878999426424	0.873171999235232	-6.33940346891252
PROT_BANK1	-0.495785992044144	21.2987734969532	-1.45438063261852	0.151465423083685	0.432758351667671	-5.40970183586937
PROT_BATF2	-0.0353291534665985	21.6885454524237	-0.101831628176515	0.91925683564137	0.961314337925616	-6.43430561184199
PROT_BPGM	0.564018637503885	25.6580985261307	1.66488349566548	0.101564361604539	0.331638731769922	-5.09790759608729
PROT_BST2	0.670156303044607	21.2830764218642	1.82757142587686	0.0729842019252204	0.259499384623006	-4.83099849544328
PROT_BTG1	-0.195229993753511	21.2406638533496	-0.578474771855471	0.565280560724574	0.837452682554925	-6.27389369590878
PROT_C1R	-0.365479068549547	17.7839078228723	-1.14853396124342	0.255667595154283	0.581500848114403	-5.79264740891425
PROT_C1S	-0.118423392953723	17.4681827347909	-0.32159139168953	0.748968676166298	0.889080818906474	-6.38817551965612
PROT_CASP1	-0.271797661491782	21.2095209418645	-0.762150246869928	0.449192840129011	0.789789609018042	-6.15271550766186
PROT_CASP3	0.345766610569829	17.2641583684605	1.07293268458899	0.287938084561812	0.614267913731865	-5.87413637347237
PROT_CASP4	-0.238662976455878	17.1883171615432	-0.664085126642914	0.509381644614952	0.823243062003962	-6.22147755799122
PROT_CASP8	-0.0674964273048388	19.5810674719773	-0.199243074574467	0.842799766072378	0.921680340026515	-6.41975769324936
PROT_CCL2	0.468487438001471	18.421752746696	1.33420999995946	0.187576371942626	0.484068056626133	-5.57023394661153
PROT_CCL5	0.767126338723244	16.45720978088	2.25138320146271	0.0283341633296491	0.113336653318596	-4.03487881474928
PROT_CCL7	-0.354797304046574	19.1371800388425	-1.06160951297882	0.293004546469387	0.616851676777657	-5.88588416085179
PROT_CD274	0.487137082938187	22.3838559573944	1.46556882131399	0.148400802367826	0.431711425070038	-5.39410305416698
PROT_CD38	-0.647096785565104	21.0422973276875	-1.9246441403606	0.0593988248456898	0.22628123750739	-4.66127984145991
PROT_CD40	0.118814646614496	18.8714807420688	0.348298557820888	0.728931886305658	0.889080818906474	-6.37931520389728
PROT_CD69	0.0632056150907516	17.7047007661568	0.175504737643094	0.861320932770148	0.931157765156917	-6.42416957847109
PROT_CD74	-0.165506568875511	17.1254236710408	-0.467832146389226	0.641734046226632	0.873171999235232	-6.33105307079421
PROT_CD86	-0.27338623858617	19.0174604128671	-0.82379737777421	0.413575999397478	0.751027548784839	-6.1047529438757
PROT_CDKN1A	-0.10709289904467	20.0961743813823	-0.311496934774283	0.756588380399145	0.889080818906474	-6.39134116496615
PROT_CFB	-0.211224098253972	19.5366045179288	-0.612115657426975	0.542957527289702	0.827959530761328	-6.2541460661658
PROT_CFH	0.0942189168380025	21.7719918491239	0.279782518489483	0.780683045970189	0.898177838688345	-6.40063221995311
PROT_CIITA	0.000522370843981435	23.5400259560679	0.00152217233928668	0.998790933354388	0.998790933354388	-6.43945011991723
PROT_CMKLR1	0.457899896978329	19.6068176954813	1.30998966391746	0.195588264887646	0.496732101301959	-5.60102328278707
PROT_CMPK2	0.316179771873912	19.799168737521	0.999179206210455	0.322038510859964	0.63859117015471	-5.94850412364962
PROT_CMTR1	-0.168767822107409	18.704831680998	-0.50916218445834	0.612654225045855	0.873171999235232	-6.31110209403072
PROT_CSF2RB	-0.327700422522181	16.4450243090567	-1.00080953938478	0.321256565895544	0.63859117015471	-5.94691528113558
PROT_CXCL10	-0.202050623900739	23.2977828036333	-0.616143235102051	0.540315482487021	0.827959530761328	-6.25170803121949
PROT_CXCL11	0.0747359585058511	22.5536614519696	0.22203794312728	0.825098251905539	0.921680340026515	-6.41499590850853
PROT_CXCL9	0.216057146151844	20.4431947914106	0.66590457637706	0.508226705196047	0.823243062003962	-6.22028637897331
PROT_DDX60	-0.0919448316377753	19.9906128980396	-0.27294702503294	0.785905608852302	0.898177838688345	-6.40250457483419
PROT_DHX58	0.368943362674802	15.9696805145199	1.12165387760733	0.266832571444823	0.592961269877383	-5.82222774263209
PROT_EIF2AK2	0.167614416604376	23.1018810763456	0.467475794147523	0.641987335209776	0.873171999235232	-6.33121781221463
PROT_FAS	0.0718578857937437	18.3529792194611	0.214679343648011	0.830803116476729	0.921680340026515	-6.41658933031161
PROT_ABCB7	0.111295897113703	14.6531990446452	0.307650748849578	0.759498091680908	0.889080818906474	-6.39252087313234
PROT_ACAA1	-0.513374451860511	21.1733394952812	-1.47886421182779	0.144822476633426	0.42910363446941	-5.3754228684543
PROT_ACADSB	-0.346943569954401	20.6877238456429	-0.988322859287219	0.327277974704289	0.63859117015471	-5.9590204972713
PROT_ACADVL	0.173467323737217	19.6849497341515	0.495886750234737	0.621929703760299	0.873171999235232	-6.31769283777836
PROT_ACAT1	0.206259189515947	20.7190935569686	0.647614168733723	0.519900893096147	0.827959530761328	-6.23211500297711
PROT_AFG3L2	-0.348006502629826	21.4121760766623	-1.01384107820575	0.315052153539315	0.63859117015471	-5.93412570245336
PROT_ALAS1	0.490119408195877	17.9138603203384	1.36287248375875	0.17841947084743	0.467985497304735	-5.53311590211708
PROT_ALDH6A1	-0.0130634025187888	24.1681723241037	-0.0342548276880024	0.972796679459025	0.985110561477493	-6.43886895751069
PROT_ATP1B1	-0.167854839028507	17.8660332744029	-0.466856336291302	0.642427736918964	0.873171999235232	-6.33150389081841
PROT_ATP5F1A	-0.278375748025773	23.2519471468779	-0.816396400840147	0.417759074011567	0.751027548784839	-6.11070333784039
PROT_ATP5F1B	0.302666882067118	20.6138252798641	0.885268456151854	0.379826108665086	0.722090585614696	-6.05330978637068
PROT_ATP5F1C	0.208207662828119	18.8018183154146	0.593627641319154	0.555169657722775	0.83016023584714	-6.26513510327933
PROT_ATP5F1D	-0.405963172279105	20.9079793686864	-1.14293043288846	0.257967149487305	0.581500848114403	-5.79886893104609
PROT_ATP5F1E	0.0930353724059003	18.554974132715	0.280902271300713	0.77982847542136	0.898177838688345	-6.40032109923573
PROT_ATP5MC1	0.050927087069887	17.851533259969	0.137313662246138	0.891279128929693	0.950254938757907	-6.43009572542225
PROT_ATP5MC2	-0.191651976624829	20.4404677003014	-0.550046112669748	0.584491670623029	0.857969424767749	-6.2897221438469
PROT_ATP5MC3	-0.333906229661668	18.4582663759084	-0.999651050680526	0.321812072406299	0.63859117015471	-5.94804454394663
PROT_ATP5ME	-0.643005958918149	18.5718014252784	-1.87719299797308	0.0657440859796055	0.239069403562202	-4.74520474686408
PROT_ATP5MF	-0.0127835783323569	18.0151096082512	-0.0366709985485528	0.97087873458004	0.985110561477493	-6.43878391442214
PROT_ATP5MG	-0.13024136148109	17.1490192863038	-0.381776621601068	0.704082914450077	0.889080818906474	-6.36721544604862
PROT_ATP5PB	0.0850850278236344	22.8513349743347	0.261118559305761	0.794966274515039	0.902089389520612	-6.40563547344423
PROT_ATP5PD	0.143942685630375	21.2850639053206	0.415451752015195	0.679410901895186	0.876659228251853	-6.35393123026403
PROT_ATP5PF	-0.303883837750107	21.5168300655782	-0.86543345963839	0.390521426523667	0.722090585614696	-6.07030255697756
PROT_ATP6AP1	-0.534943962203435	22.4267356907343	-1.59047092961106	0.117401572310435	0.36123560710903	-5.21251425559663
PROT_ATP6V0B	0.540359368180056	18.967773214481	1.706006322633	0.093590082398735	0.325530721386904	-5.03254381082396
PROT_ATP6V0C	0.166240973671407	19.2646430484421	0.492734816361156	0.624141111400598	0.873171999235232	-6.31923230798041
PROT_ATP6V0E1	-0.478154194125022	15.3443581997561	-1.38065843245547	0.172911536540838	0.467985497304735	-5.50971272838364
PROT_ATP6V1C1	0.100371856432023	20.2502554289345	0.305303633038347	0.761275451188668	0.889080818906474	-6.39323360799992
PROT_ATP6V1D	-0.0456077961414287	19.6795458453476	-0.142181591719892	0.887450756902621	0.950254938757907	-6.42942076340749
PROT_ATP6V1E1	0.246741949567838	22.1809495210132	0.728480647074733	0.46937793623759	0.800446103505177	-6.17736994620156
PROT_ATP6V1F	0.157873550208251	23.0700818257487	0.456766652803174	0.649619057710233	0.873171999235232	-6.33611052892727
PROT_ATP6V1G1	-0.026791055218915	20.1487994352859	-0.0774072745946058	0.938577562776065	0.97514551976734	-6.43647784729338
PROT_ATP6V1H	0.229080040895948	21.1274632426991	0.675807640910387	0.501965314346903	0.823243062003962	-6.21374671753926
PROT_BAX	-0.50020474280074	17.8397524182553	-1.55903696230921	0.124664440520319	0.376345480816059	-5.2594944071502
PROT_BDH2	-0.312328454604394	19.0119821770325	-0.877510240728258	0.383987243932294	0.722090585614696	-6.06000086761595
PROT_COX10	-0.1279220137057	22.0143658200306	-0.352107858150056	0.726089056771562	0.889080818906474	-6.37799411789961
PROT_COX11	0.0657710701673544	19.9209500433388	0.194114756418435	0.84679381239936	0.921680340026515	-6.42075808485699
PROT_COX15	0.15956929195448	18.3573575150733	0.440415762960728	0.661344271509451	0.87385697492921	-6.34336372954536
PROT_ACADM	-0.389909802336735	22.3575466363983	-1.19381093323071	0.237622792860465	0.559112453789329	-5.74131577200062
PROT_ACO2	0.166602493280056	19.7410927990964	0.484265836476635	0.630100186336188	0.873171999235232	-6.32332053956383
PROT_ABCA1	-0.155115266498299	20.4372508911449	-0.456590399080029	0.649744981883222	0.873171999235232	-6.33619011343428
PROT_ABCB8	-0.124809000043467	18.6697490481959	-0.364071137790422	0.717186354904588	0.889080818906474	-6.37375219573554
PROT_ACADL	-0.332401589729638	17.581060357666	-0.996223075377181	0.323459590138459	0.63859117015471	-5.95137865533991
PROT_ACADS	-0.158817223875626	22.760916033116	-0.459186140441778	0.647891499455115	0.873171999235232	-6.33501496768884
PROT_ACLY	-0.423537696294176	19.4007401088168	-1.07675683908191	0.286240787024903	0.614267913731865	-5.87014182911465
PROT_ACOX1	-0.0695481446524475	20.3193542203366	-0.202645523658238	0.840152147691909	0.921680340026515	-6.41907959745164
PROT_ADCY6	-0.020330907371612	23.2601267955599	-0.058982223664152	0.953177839402004	0.983925511640778	-6.4377248539281
PROT_ADIG	0.123223470388545	19.2557816641137	0.357705787759515	0.721918430594391	0.889080818906474	-6.37602677076778
PROT_ADIPOQ	0.207715754131634	18.658449865911	0.637837157722567	0.526199037991125	0.827959530761328	-6.23830487647197
PROT_ADIPOR2	-0.412559192475513	16.0358720310228	-1.29430084278788	0.20091385959021	0.501144221511967	-5.62068463663648
PROT_AGPAT3	0.30385561492507	20.2582821336271	0.861550901661902	0.392636755927991	0.722090585614696	-6.07358494522491
PROT_AK2	-0.105431034019652	19.021913937598	-0.32167701184285	0.748904152938778	0.889080818906474	-6.38814823883478
PROT_ALDH2	0.116903445555906	19.4483608102188	0.360269738584704	0.720011032343444	0.889080818906474	-6.3751153785468
PROT_ALDOA	0.495820221291595	17.4740231583534	1.44070725993952	0.155277753894103	0.435867379351868	-5.42861533981918
PROT_ANGPT1	0.0418874159926546	19.4849967239947	0.128650633358852	0.898098533116666	0.950254938757907	-6.43123878374467
PROT_ANGPTL4	-0.00787477346296583	21.6919334741886	-0.0232954248153642	0.981498061429203	0.987671005211776	-6.43918195749512
PROT_APLP2	-0.0123558373739705	20.2446489221612	-0.0368616881740545	0.970727373282899	0.985110561477493	-6.43877695595251
PROT_APOE	-0.450232446513617	17.9056353238721	-1.3651805376351	0.17769723286455	0.467985497304735	-5.5300948975678
PROT_ARAF	-0.120594045169575	19.9618071725711	-0.355327461402702	0.723689326779414	0.889080818906474	-6.37686638800874
PROT_ATL2	0.428034703544665	21.2317496918677	1.24102320892058	0.219810121444423	0.524919693001608	-5.68578703898831
PROT_ATP1B3	0.536749161857198	18.7916531577233	1.37991690385627	0.173138533872937	0.467985497304735	-5.5106941014684
PROT_BAZ2A	0.539116752910665	21.1335835569349	1.60776740177324	0.113553040286816	0.356244832272365	-5.18629931214286
PROT_BCL2L13	-0.208765863754898	18.8147277976568	-0.60366390253423	0.54852318912938	0.827959530761328	-6.25921093710257
PROT_BCL6	0.206612100999664	20.9637481839335	0.628211547032733	0.532438552911072	0.827959530761328	-6.24430827497034
PROT_C3	-0.643812704957067	20.6203253452184	-1.8964029151605	0.063109268998721	0.234825186971985	-4.71144976615555
PROT_CAT	-0.447445737910829	18.4619084172675	-1.27754184110249	0.206721991373686	0.501144221511967	-5.64144107681774
PROT_CAVIN1	0.757186303718594	21.9912122880708	2.15652413039381	0.0353849012858792	0.138087419652212	-4.22528281792672
PROT_CAVIN2	-0.37625239694983	19.108318078057	-1.07733891981474	0.285983048629894	0.614267913731865	-5.86953261898003
PROT_CCNG2	0.558814657596542	24.2482049297535	1.68227719498753	0.0981260955087531	0.327086985029177	-5.07043594049369
PROT_CD151	-0.573340463894965	21.2539574235776	-1.69513739262409	0.095645865510317	0.3256029464181	-5.04995921830974
PROT_CD302	-0.26058442051966	18.800799588855	-0.717168178680371	0.476273773127284	0.80214530210911	-6.18540837556666
PROT_CD36	0.0453653665475393	18.419562621729	0.12275722104885	0.902742191820012	0.950254938757907	-6.43197386629444
PROT_CHCHD10	0.0740751288522361	23.178643460709	0.211079158003945	0.833597575119132	0.921680340026515	-6.41734938076905
PROT_CHUK	-0.108293767916937	19.7478757582991	-0.31121029134406	0.756805109881185	0.889080818906474	-6.39142958835381
PROT_CIDEA	0.269010012545273	21.8536732827493	0.751193310473708	0.455705481427227	0.792531272047351	-6.16085843235706
PROT_CMBL	-0.143493237708096	21.2138755694231	-0.41965068645855	0.676358476044155	0.876659228251853	-6.35219662156534
PROT_CMPK1	0.399510183434703	21.0420537733197	1.14275106262607	0.258041001350766	0.581500848114403	-5.79906760456776
PROT_ACAA2	0.433247799170005	20.5407773623213	1.27914625156644	0.206160591783459	0.501144221511967	-5.63946499305936
PROT_AIFM1	-0.211658296312077	18.8490004303112	-0.607228202990045	0.54617249558638	0.827959530761328	-6.25708343441019
PROT_BCKDHA	-0.253040087274595	14.9530990875787	-0.775599479227134	0.441273435399011	0.78448610737602	-6.14256262941205
